"Actual","Forecast","Error","R2_09","RMSE_09","MAE_09","NRMSE_09"
0.24,0.611220131476359,-0.371220131476359,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.06,0.380549826228607,-0.320549826228607,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0,0.0727488389854896,-0.0727488389854896,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0,0.184462963047793,-0.184462963047793,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.24,0.220772441348334,0.0192275586516658,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.8,0.521705610795455,0.278294389204545,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
1.11,0.911207961309524,0.198792038690476,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
1.57,1.1422287016369,0.427771298363095,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
1.87,1.34863921221323,0.521360787786774,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
1.81,1.4221029491342,0.387897050865801,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
1.43,1.2479294779241,0.1820705220759,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.97,0.808349128891698,0.161650871108302,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.36,0.364070610009837,-0.00407061000983683,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.02,0.0430658687114061,-0.0230658687114061,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0,0.0215692414300247,-0.0215692414300247,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.29,1.01099427351078,-0.720994273510777,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.75,0.547564055735931,0.202435944264069,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.5,0.887050032993967,-0.387050032993967,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.73,0.754397135416667,-0.0243971354166665,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
1.21,0.841079427083333,0.368920572916667,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
1.38,1.25212357954546,0.127876420454545,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
1.4,1.1267543910083,0.273245608991702,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.86,0.755875256566402,0.104124743433598,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.37,0.289595026533236,0.0804049734667642,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.02,0.166442688683735,-0.146442688683735,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.01,0.0300703617131918,-0.0200703617131918,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.54,0.535530501190866,0.00446949880913416,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
1.41,0.569414089769295,0.840585910230705,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
1.89,0.964721540178572,0.925278459821428,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
1.99,0.901172805059524,1.08882719494048,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
2.06,1.29791369047619,0.76208630952381,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
2.07,1.77251893097355,0.297481069026447,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
1.35,1.41384951356891,-0.0638495135689054,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.84,0.846514243234217,-0.00651424323421679,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.31,0.401216038083698,-0.0912160380836984,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.02,0.0466827119703411,-0.0266827119703411,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0,0.0384369098021371,-0.0384369098021371,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.05,0.400223389735645,-0.350223389735645,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.16,0.494829427083333,-0.334829427083333,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.28,0.5066328125,-0.2266328125,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.3,0.514463541666667,-0.214463541666667,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.38,0.43616689944329,-0.0561668994432905,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.33,0.66189453125,-0.33189453125,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.24,0.616325520833333,-0.376325520833333,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.13,0.232218253968254,-0.102218253968254,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.03,0.152102725074405,-0.122102725074405,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0,0.131023408387976,-0.131023408387976,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0,0.225655050495632,-0.225655050495632,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.02,0.415118786870217,-0.395118786870217,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.1,0.557467447916667,-0.457467447916667,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
0.16,0.471063802083333,-0.311063802083333,0.811425786330658,0.531895182232498,0.403751309527176,38.6231144833161
