"Actual","Forecast","Error","R2_05","RMSE_05","MAE_05","NRMSE_05"
0.74,0.431422297754329,0.308577702245671,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
0.89,0.77378349905303,0.11621650094697,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
0.75,1.257109375,-0.507109375,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
0.47,1.15641731770833,-0.686417317708333,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
0.24,0.616548363095238,-0.376548363095238,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
0.06,0.663809895833334,-0.603809895833334,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
0,0.648109374999999,-0.648109374999999,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
0,0.19565234375,-0.19565234375,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
0.24,0.195584635416667,0.0444153645833334,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
0.8,0.253791785037879,0.546208214962121,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
1.11,0.454289772727272,0.655710227272728,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
1.57,0.546202234397547,1.02379776560245,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
1.87,0.565469105113636,1.30453089488636,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
1.81,0.522505208333333,1.28749479166667,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
1.43,0.495473307291666,0.934526692708334,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
0.97,0.495070963541667,0.474929036458333,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
0.36,0.75812890625,-0.39812890625,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
0.02,0.722703125,-0.702703125,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
0,0.391788876488095,-0.391788876488095,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
0.29,0.442305617559524,-0.152305617559524,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
0.75,0.393407196969697,0.356592803030303,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
0.5,0.555237965593434,-0.0552379655934341,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
0.73,0.794295682832792,-0.0642956828327922,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
1.21,0.963563920454546,0.246436079545454,0.295032040105928,0.872055523032615,0.699966966286465,63.3374581455091
